location_id,latitude,longitude,prediction_time,crime_category,transaction_amount,recent_txn_count,recent_withdrawal_count,distance_to_recent_withdrawal_km,dist_from_last_txn_km,minutes_since_last_txn,withdrawals_past_1h,withdrawals_past_24h,location_density_30d,historical_location_risk,login_attempts,transaction_duration,customer_age,account_balance,hour,day_of_week,withdrawal_occurred
LOC_016,29.7604,-95.3698,2020-01-01 00:00:00,high_value_transfer,501.98,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,56.0,64,11471.87,0,2,0
LOC_014,32.7555,-97.3308,2020-01-01 00:00:00,routine_transaction,28.32,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,26.0,54,3679.64,0,2,0
LOC_007,41.8781,-87.6298,2020-01-01 00:00:00,routine_transaction,105.82,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,181.0,21,1204.11,0,2,0
LOC_008,38.8339,-104.8214,2020-01-01 00:00:00,routine_transaction,51.38,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,150.0,67,2840.43,0,2,0
LOC_001,35.0844,-106.6504,2020-01-01 00:00:00,high_value_transfer,428.83,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,25.0,59,6760.22,0,2,0
LOC_020,36.1699,-115.1398,2020-01-01 00:00:00,routine_transaction,135.37,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,143.0,35,8843.44,0,2,0
LOC_027,36.1627,-86.7816,2020-01-01 00:00:00,routine_transaction,21.29,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,37.0,55,9575.42,0,2,0
LOC_032,33.4484,-112.074,2020-01-01 00:00:00,routine_transaction,228.53,1,0,0.0,0.0,9999.0,0,0,0,0.5,1,46.0,71,1182.77,0,2,0
LOC_028,40.7128,-74.006,2020-01-01 00:00:00,suspicious_cash_withdrawal,467.11,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,115.0,70,3138.0,0,2,0
LOC_034,35.7796,-78.6382,2020-01-01 00:00:00,routine_transaction,317.85,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,43.0,32,6500.5,0,2,0
LOC_033,45.5152,-122.6784,2020-01-02 00:00:00,suspicious_cash_withdrawal,410.47,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,109.0,59,3210.39,0,3,0
LOC_017,39.7684,-86.1581,2020-01-02 00:00:00,routine_transaction,27.31,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,27.0,33,12063.77,0,3,0
LOC_006,35.2271,-80.8431,2020-01-02 00:00:00,unusual_online_activity,459.84,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,205.0,36,354.9,0,3,0
LOC_004,39.2904,-76.6122,2020-01-02 00:00:00,routine_transaction,160.91,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,75.0,26,1509.27,0,3,0
LOC_025,25.7617,-80.1918,2020-01-02 00:00:00,routine_transaction,217.97,0,0,3758.77,3758.77,1440.0,0,1,0,0.0,1,63.0,76,7551.89,0,3,1
LOC_001,35.0844,-106.6504,2020-01-02 00:00:00,suspicious_cash_withdrawal,710.33,1,0,0.0,0.0,9999.0,0,0,0,1.0,1,147.0,67,5897.29,0,3,0
LOC_007,41.8781,-87.6298,2020-01-02 00:00:00,routine_transaction,52.19,1,0,0.0,0.0,9999.0,0,0,0,0.5,1,146.0,49,7872.04,0,3,0
LOC_029,35.4676,-97.5164,2020-01-02 00:00:00,routine_transaction,163.58,1,0,0.0,0.0,9999.0,0,0,0,0.0,1,55.0,33,9905.23,0,3,0
LOC_035,38.5816,-121.4944,2020-01-02 00:00:00,routine_transaction,162.85,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,103.0,35,2293.13,0,3,0
LOC_016,29.7604,-95.3698,2020-01-02 00:00:00,routine_transaction,7.25,1,0,0.0,0.0,9999.0,0,0,0,0.5,1,105.0,67,2923.83,0,3,0
LOC_012,42.3314,-83.0458,2020-01-02 00:00:00,high_value_transfer,480.31,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,180.0,52,5619.95,0,3,0
LOC_025,25.7617,-80.1918,2020-01-02 00:00:00,suspicious_cash_withdrawal,377.04,1,0,0.0,0.0,9999.0,0,0,0,0.5,1,122.0,42,844.55,0,3,0
LOC_039,37.3382,-121.8863,2020-01-02 00:00:00,routine_transaction,80.84,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,41.0,31,13991.5,0,3,0
LOC_015,36.7468,-119.7726,2020-01-02 00:00:00,routine_transaction,137.85,2,1,0.0,0.0,9999.0,0,0,1,0.3333,1,63.0,64,13847.99,0,3,0
LOC_008,38.8339,-104.8214,2020-01-02 00:00:00,routine_transaction,103.88,1,0,0.0,0.0,9999.0,0,0,0,0.0,1,87.0,45,6169.71,0,3,0
LOC_042,36.8529,-75.978,2020-01-02 00:00:00,high_value_transfer,493.41,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,193.0,28,7284.76,0,3,0
LOC_012,42.3314,-83.0458,2020-01-02 00:00:00,routine_transaction,9.17,1,0,0.0,0.0,9999.0,0,0,0,0.5,1,56.0,66,4516.76,0,3,0
LOC_011,39.7392,-104.9903,2020-01-02 00:00:00,routine_transaction,221.2,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,123.0,40,6699.23,0,3,0
LOC_003,30.2672,-97.7431,2020-01-02 00:00:00,routine_transaction,70.83,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,67.0,29,10235.19,0,3,0
LOC_027,36.1627,-86.7816,2020-01-02 00:00:00,suspicious_cash_withdrawal,378.05,1,0,0.0,1616.13,0.0,0,0,0,0.5,1,211.0,22,3901.82,0,3,0
LOC_018,30.3322,-81.6557,2020-01-03 00:00:00,routine_transaction,235.83,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,147.0,60,883.72,0,4,1
LOC_009,39.9612,-82.9988,2020-01-03 00:00:00,high_value_transfer,534.25,0,0,0.0,0.0,9999.0,0,0,0,0.5,1,143.0,57,9584.52,0,4,1
LOC_020,36.1699,-115.1398,2020-01-03 00:00:00,routine_transaction,49.17,0,0,0.0,0.0,9999.0,0,0,0,0.5,1,70.0,34,7915.0,0,4,0
LOC_006,35.2271,-80.8431,2020-01-03 00:00:00,routine_transaction,136.83,1,0,0.0,0.0,9999.0,0,0,0,0.5,1,159.0,44,1070.47,0,4,0
LOC_033,45.5152,-122.6784,2020-01-03 00:00:00,routine_transaction,242.92,1,1,0.0,0.0,9999.0,0,0,1,0.5,1,107.0,24,752.25,0,4,0
LOC_007,41.8781,-87.6298,2020-01-03 00:00:00,high_value_transfer,413.86,1,1,0.0,0.0,9999.0,0,0,1,0.6667,1,90.0,74,4673.28,0,4,1
LOC_006,35.2271,-80.8431,2020-01-03 00:00:00,unusual_online_activity,347.04,2,0,0.0,0.0,9999.0,0,0,0,0.6667,1,157.0,79,7153.72,0,4,0
LOC_005,42.3601,-71.0589,2020-01-03 00:00:00,routine_transaction,56.97,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,109.0,36,11123.65,0,4,0
LOC_028,40.7128,-74.006,2020-01-03 00:00:00,unusual_online_activity,81.58,0,0,0.0,0.0,9999.0,0,0,1,1.0,1,170.0,75,7413.18,0,4,0
LOC_009,39.9612,-82.9988,2020-01-03 00:00:00,suspicious_cash_withdrawal,540.6,1,0,0.0,0.0,9999.0,0,0,0,0.6667,1,131.0,64,6155.76,0,4,0
LOC_015,36.7468,-119.7726,2020-01-03 00:00:00,routine_transaction,48.5,1,0,0.0,0.0,9999.0,0,0,1,0.25,1,150.0,72,3689.65,0,4,0
LOC_043,38.9072,-77.0369,2020-01-03 00:00:00,unusual_online_activity,818.8,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,288.0,22,503.01,0,4,0
LOC_022,38.2527,-85.7585,2020-01-03 00:00:00,routine_transaction,20.5,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,99.0,57,658.91,0,4,1
LOC_006,35.2271,-80.8431,2020-01-03 00:00:00,routine_transaction,13.67,3,0,0.0,812.62,1440.0,0,0,0,0.5,1,42.0,51,6076.45,0,4,0
LOC_010,32.7767,-96.797,2020-01-03 00:00:00,routine_transaction,278.62,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,136.0,23,558.99,0,4,0
LOC_043,38.9072,-77.0369,2020-01-03 00:00:00,high_value_transfer,662.5,1,0,0.0,0.0,9999.0,0,0,0,1.0,1,54.0,58,5211.88,0,4,0
LOC_035,38.5816,-121.4944,2020-01-03 00:00:00,routine_transaction,17.29,1,1,0.0,0.0,9999.0,0,0,1,0.5,1,135.0,64,12344.9,0,4,0
LOC_036,29.4241,-98.4936,2020-01-03 00:00:00,routine_transaction,135.34,0,0,0.0,0.0,9999.0,0,0,0,0.5,1,145.0,33,7844.23,0,4,1
LOC_022,38.2527,-85.7585,2020-01-03 00:00:00,routine_transaction,24.92,1,0,0.0,0.0,9999.0,0,0,0,0.5,1,78.0,57,201.04,0,4,0
LOC_040,47.6062,-122.3321,2020-01-03 00:00:00,routine_transaction,124.65,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,80.0,59,6144.68,0,4,0
LOC_037,32.7157,-117.1611,2020-01-03 00:00:00,routine_transaction,100.35,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,179.0,51,11388.15,0,4,0
LOC_007,41.8781,-87.6298,2020-01-03 00:00:00,routine_transaction,18.7,2,1,0.0,945.48,1440.0,0,0,1,0.75,1,171.0,72,7145.67,0,4,0
LOC_016,29.7604,-95.3698,2020-01-03 00:00:00,routine_transaction,318.92,1,0,0.0,0.0,9999.0,0,0,0,0.3333,1,36.0,31,4057.1,0,4,0
LOC_019,39.0997,-94.5786,2020-01-03 00:00:00,routine_transaction,392.56,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,89.0,65,11698.15,0,4,0
LOC_019,39.0997,-94.5786,2020-01-03 00:00:00,routine_transaction,54.61,1,0,0.0,0.0,9999.0,0,0,0,0.0,1,124.0,52,3495.51,0,4,0
LOC_018,30.3322,-81.6557,2020-01-03 00:00:00,routine_transaction,83.69,1,1,0.0,0.0,9999.0,0,0,1,1.0,1,179.0,65,2402.58,0,4,0
LOC_019,39.0997,-94.5786,2020-01-03 00:00:00,routine_transaction,60.37,2,0,0.0,0.0,9999.0,0,0,0,0.0,1,87.0,24,7047.04,0,4,0
LOC_036,29.4241,-98.4936,2020-01-03 00:00:00,routine_transaction,245.5,1,1,0.0,1362.61,2880.0,0,0,1,0.6667,1,162.0,42,6100.08,0,4,0
LOC_024,33.4152,-111.8315,2020-01-03 00:00:00,routine_transaction,146.71,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,25.0,57,7802.36,0,4,0
LOC_010,32.7767,-96.797,2020-01-04 00:00:00,routine_transaction,286.76,1,0,0.0,2331.9,2880.0,0,0,0,0.0,1,61.0,68,4638.37,0,5,0
LOC_018,30.3322,-81.6557,2020-01-04 00:00:00,routine_transaction,113.65,2,2,0.0,0.0,9999.0,0,0,2,0.75,1,166.0,69,6077.96,0,5,0
LOC_006,35.2271,-80.8431,2020-01-04 00:00:00,routine_transaction,33.4,3,0,0.0,0.0,9999.0,0,0,0,0.4,1,10.0,31,8656.18,0,5,0
LOC_001,35.0844,-106.6504,2020-01-04 00:00:00,suspicious_cash_withdrawal,273.12,0,0,0.0,0.0,9999.0,0,0,1,1.0,2,159.0,21,811.86,0,5,0
LOC_009,39.9612,-82.9988,2020-01-04 00:00:00,high_value_transfer,610.41,2,1,0.0,0.0,9999.0,0,0,1,0.75,1,114.0,19,6776.41,0,5,0
LOC_022,38.2527,-85.7585,2020-01-04 00:00:00,routine_transaction,274.51,2,1,0.0,0.0,9999.0,0,0,1,0.3333,1,36.0,45,14631.88,0,5,0
LOC_023,35.1495,-90.049,2020-01-04 00:00:00,routine_transaction,73.02,0,0,0.0,0.0,9999.0,0,0,1,1.0,1,260.0,38,11624.93,0,5,0
LOC_018,30.3322,-81.6557,2020-01-04 00:00:00,routine_transaction,266.18,3,2,0.0,0.0,9999.0,0,0,2,0.6,1,26.0,28,1346.88,0,5,0
LOC_040,47.6062,-122.3321,2020-01-04 00:00:00,routine_transaction,203.52,1,0,0.0,0.0,9999.0,0,0,0,0.0,1,31.0,22,1817.65,0,5,0
LOC_010,32.7767,-96.797,2020-01-04 00:00:00,routine_transaction,83.13,2,0,0.0,0.0,9999.0,0,0,0,0.0,1,23.0,31,842.56,0,5,0
LOC_038,37.7749,-122.4194,2020-01-04 00:00:00,routine_transaction,324.74,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,12.0,44,13084.27,0,5,0
LOC_036,29.4241,-98.4936,2020-01-04 00:00:00,suspicious_cash_withdrawal,334.3,2,2,0.0,0.0,9999.0,0,0,2,0.75,1,119.0,63,4323.66,0,5,0
LOC_030,41.2565,-95.9345,2020-01-04 00:00:00,routine_transaction,150.38,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,201.0,24,1292.21,0,5,0
LOC_041,32.2226,-110.9747,2020-01-04 00:00:00,routine_transaction,230.91,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,63.0,23,991.69,0,5,0
LOC_031,39.9526,-75.1652,2020-01-04 00:00:00,unusual_online_activity,201.91,0,0,0.0,1099.81,4320.0,0,0,0,1.0,1,215.0,52,4840.31,0,5,0
LOC_012,42.3314,-83.0458,2020-01-04 00:00:00,routine_transaction,72.37,0,0,0.0,0.0,9999.0,0,0,0,0.3333,2,280.0,69,12072.11,0,5,0
LOC_003,30.2672,-97.7431,2020-01-05 00:00:00,high_value_transfer,1284.14,0,0,0.0,0.0,9999.0,0,0,0,0.5,1,159.0,60,9410.17,0,6,0
LOC_011,39.7392,-104.9903,2020-01-05 00:00:00,routine_transaction,21.24,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,73.0,44,7451.83,0,6,1
LOC_002,33.749,-84.388,2020-01-05 00:00:00,suspicious_cash_withdrawal,290.79,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,93.0,28,167.72,0,6,0
LOC_003,30.2672,-97.7431,2020-01-05 00:00:00,routine_transaction,233.73,1,0,0.0,0.0,9999.0,0,0,0,0.3333,1,243.0,23,443.62,0,6,0
LOC_028,40.7128,-74.006,2020-01-05 00:00:00,unusual_online_activity,269.29,0,0,0.0,0.0,9999.0,0,0,1,1.0,1,172.0,53,4203.05,0,6,0
LOC_035,38.5816,-121.4944,2020-01-05 00:00:00,suspicious_cash_withdrawal,323.17,0,0,0.0,1020.73,5760.0,0,0,1,0.6667,1,47.0,63,6445.4,0,6,0
LOC_042,36.8529,-75.978,2020-01-05 00:00:00,routine_transaction,252.09,0,0,0.0,1278.67,5760.0,0,0,0,0.5,1,73.0,49,3117.39,0,6,0
LOC_024,33.4152,-111.8315,2020-01-05 00:00:00,unusual_online_activity,82.38,0,0,0.0,0.0,9999.0,0,0,1,1.0,4,120.0,49,9475.4,0,6,0
LOC_034,35.7796,-78.6382,2020-01-05 00:00:00,routine_transaction,375.87,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,34.0,68,13696.31,0,6,0
LOC_026,43.0389,-87.9065,2020-01-05 00:00:00,routine_transaction,33.02,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,72.0,23,479.08,0,6,0
LOC_020,36.1699,-115.1398,2020-01-05 00:00:00,routine_transaction,91.26,0,0,0.0,0.0,9999.0,0,0,1,0.3333,1,93.0,38,9146.19,0,6,0
LOC_013,31.7619,-106.485,2020-01-05 00:00:00,unusual_online_activity,49.16,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,205.0,28,314.28,0,6,0
LOC_028,40.7128,-74.006,2020-01-05 00:00:00,routine_transaction,86.86,1,0,2545.02,2545.02,1440.0,0,1,1,0.75,1,72.0,20,1152.2,0,6,0
LOC_015,36.7468,-119.7726,2020-01-05 00:00:00,suspicious_cash_withdrawal,463.11,0,0,0.0,0.0,9999.0,0,0,1,0.4,3,235.0,35,12154.66,0,6,0
LOC_038,37.7749,-122.4194,2020-01-05 00:00:00,routine_transaction,369.53,1,0,0.0,0.0,9999.0,0,0,0,0.0,1,178.0,26,1671.51,0,6,0
LOC_011,39.7392,-104.9903,2020-01-05 00:00:00,routine_transaction,21.48,1,0,0.0,0.0,9999.0,0,0,0,0.3333,1,240.0,58,11991.24,0,6,0
LOC_007,41.8781,-87.6298,2020-01-05 00:00:00,unusual_online_activity,321.92,0,0,0.0,0.0,9999.0,0,0,2,0.8,1,272.0,25,1400.04,0,6,0
LOC_023,35.1495,-90.049,2020-01-06 00:00:00,suspicious_cash_withdrawal,314.84,0,0,0.0,0.0,9999.0,0,0,2,1.0,1,229.0,80,7071.32,0,0,0
LOC_038,37.7749,-122.4194,2020-01-06 00:00:00,high_value_transfer,479.06,1,0,0.0,0.0,9999.0,0,0,0,0.3333,1,52.0,23,1598.63,0,0,1
LOC_029,35.4676,-97.5164,2020-01-06 00:00:00,routine_transaction,176.41,0,0,0.0,0.0,5760.0,0,0,0,0.0,1,55.0,33,9905.23,0,0,0
LOC_025,25.7617,-80.1918,2020-01-06 00:00:00,high_value_transfer,721.26,0,0,0.0,0.0,9999.0,0,0,1,0.6667,1,34.0,30,7336.56,0,0,0
LOC_009,39.9612,-82.9988,2020-01-06 00:00:00,routine_transaction,51.95,0,0,0.0,0.0,9999.0,0,0,1,0.6,1,143.0,64,4732.81,0,0,0
LOC_011,39.7392,-104.9903,2020-01-06 00:00:00,high_value_transfer,494.95,2,1,0.0,0.0,9999.0,0,0,1,0.5,1,183.0,52,5347.57,0,0,0
LOC_001,35.0844,-106.6504,2020-01-06 00:00:00,suspicious_cash_withdrawal,277.63,0,0,0.0,0.0,2880.0,0,0,2,1.0,2,159.0,21,811.86,0,0,0
LOC_028,40.7128,-74.006,2020-01-06 00:00:00,routine_transaction,344.46,2,0,0.0,0.0,9999.0,0,0,1,0.6,1,21.0,64,7606.63,0,0,0
LOC_030,41.2565,-95.9345,2020-01-06 00:00:00,routine_transaction,91.42,0,0,0.0,0.0,9999.0,0,0,1,0.5,1,158.0,32,13182.11,0,0,0
LOC_012,42.3314,-83.0458,2020-01-06 00:00:00,high_value_transfer,508.23,0,0,0.0,0.0,9999.0,0,0,0,0.5,1,21.0,21,1123.89,0,0,0
LOC_007,41.8781,-87.6298,2020-01-06 00:00:00,routine_transaction,268.65,1,0,0.0,0.0,9999.0,0,0,2,0.6667,1,150.0,20,477.03,0,0,0
LOC_007,41.8781,-87.6298,2020-01-06 00:00:00,unusual_online_activity,213.79,2,0,0.0,0.0,9999.0,0,0,2,0.7143,1,205.0,50,12272.78,0,0,0
LOC_040,47.6062,-122.3321,2020-01-06 00:00:00,suspicious_cash_withdrawal,266.32,0,0,0.0,0.0,9999.0,0,0,0,0.3333,1,112.0,25,1697.58,0,0,0
LOC_018,30.3322,-81.6557,2020-01-06 00:00:00,high_value_transfer,600.2,0,0,3945.36,3945.36,0.0,1,1,2,0.6667,3,213.0,56,9404.63,0,0,0
LOC_041,32.2226,-110.9747,2020-01-06 00:00:00,routine_transaction,128.9,0,0,0.0,0.0,9999.0,0,0,0,0.5,1,31.0,69,2610.64,0,0,0
LOC_021,34.0522,-118.2437,2020-01-06 00:00:00,high_value_transfer,519.08,0,0,0.0,1126.16,1440.0,0,0,1,1.0,1,35.0,22,447.82,0,0,0
LOC_043,38.9072,-77.0369,2020-01-06 00:00:00,suspicious_cash_withdrawal,706.05,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,92.0,60,4644.19,0,0,0
LOC_004,39.2904,-76.6122,2020-01-06 00:00:00,routine_transaction,28.75,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,63.0,28,1663.31,0,0,1
LOC_004,39.2904,-76.6122,2020-01-06 00:00:00,routine_transaction,199.87,1,0,0.0,272.55,4320.0,0,0,0,0.3333,1,56.0,74,3651.07,0,0,0
LOC_038,37.7749,-122.4194,2020-01-06 00:00:00,routine_transaction,35.31,2,0,0.0,0.0,9999.0,0,0,0,0.5,1,243.0,58,10915.54,0,0,0
LOC_009,39.9612,-82.9988,2020-01-06 00:00:00,unusual_online_activity,70.16,1,0,0.0,0.0,9999.0,0,0,1,0.6667,1,169.0,18,6568.59,0,0,0
LOC_031,39.9526,-75.1652,2020-01-07 00:00:00,routine_transaction,20.31,0,0,0.0,0.0,9999.0,0,0,0,0.5,1,225.0,35,12500.8,0,1,0
LOC_034,35.7796,-78.6382,2020-01-07 00:00:00,routine_transaction,121.54,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,247.0,43,2620.74,0,1,0
LOC_008,38.8339,-104.8214,2020-01-07 00:00:00,routine_transaction,293.93,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,127.0,27,2049.51,0,1,0
LOC_002,33.749,-84.388,2020-01-07 00:00:00,routine_transaction,1.18,0,0,0.0,364.07,5760.0,0,0,1,0.5,1,196.0,55,7542.74,0,1,1
LOC_015,36.7468,-119.7726,2020-01-07 00:00:00,routine_transaction,285.47,0,0,3203.69,3203.69,5760.0,0,0,2,0.3333,1,173.0,51,2202.21,0,1,0
LOC_043,38.9072,-77.0369,2020-01-07 00:00:00,suspicious_cash_withdrawal,574.33,1,1,0.0,0.0,9999.0,0,0,1,1.0,1,115.0,48,10556.81,0,1,0
LOC_002,33.749,-84.388,2020-01-07 00:00:00,routine_transaction,15.76,1,0,0.0,1128.26,7200.0,0,0,1,0.6667,1,44.0,57,10971.32,0,1,0
LOC_005,42.3601,-71.0589,2020-01-07 00:00:00,routine_transaction,226.77,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,102.0,28,1075.15,0,1,0
LOC_014,32.7555,-97.3308,2020-01-07 00:00:00,suspicious_cash_withdrawal,165.13,0,0,0.0,0.0,9999.0,0,0,0,0.5,3,111.0,42,4625.12,0,1,1
LOC_015,36.7468,-119.7726,2020-01-07 00:00:00,routine_transaction,12.97,1,0,0.0,0.0,9999.0,0,0,2,0.2857,1,158.0,23,921.23,0,1,0
LOC_040,47.6062,-122.3321,2020-01-07 00:00:00,routine_transaction,187.81,1,1,0.0,1402.62,2880.0,0,0,1,0.25,1,67.0,50,10528.34,0,1,0
LOC_041,32.2226,-110.9747,2020-01-07 00:00:00,routine_transaction,248.79,1,1,0.0,0.0,9999.0,0,0,1,0.6667,1,50.0,70,1477.63,0,1,0
LOC_042,36.8529,-75.978,2020-01-07 00:00:00,suspicious_cash_withdrawal,19.18,0,0,0.0,1296.22,1440.0,0,0,0,0.6667,4,103.0,23,319.18,0,1,0
LOC_021,34.0522,-118.2437,2020-01-07 00:00:00,suspicious_cash_withdrawal,281.09,1,0,0.0,0.0,9999.0,0,0,1,1.0,1,110.0,55,8836.51,0,1,0
LOC_016,29.7604,-95.3698,2020-01-07 00:00:00,routine_transaction,172.06,0,0,0.0,0.0,9999.0,0,0,0,0.5,1,121.0,78,7310.88,0,1,0
LOC_025,25.7617,-80.1918,2020-01-07 00:00:00,high_value_transfer,1322.26,1,0,0.0,0.0,9999.0,0,0,1,0.75,1,129.0,18,756.74,0,1,0
LOC_023,35.1495,-90.049,2020-01-07 00:00:00,suspicious_cash_withdrawal,1633.44,1,1,0.0,0.0,9999.0,0,0,3,1.0,1,150.0,24,1380.34,0,1,0
LOC_010,32.7767,-96.797,2020-01-07 00:00:00,routine_transaction,92.85,0,0,1786.64,1786.64,7200.0,0,0,0,0.25,1,144.0,29,6353.14,0,1,1
LOC_041,32.2226,-110.9747,2020-01-07 00:00:00,routine_transaction,27.64,2,2,0.0,0.0,9999.0,0,0,2,0.5,1,51.0,40,680.55,0,1,0
LOC_010,32.7767,-96.797,2020-01-07 00:00:00,routine_transaction,165.16,1,1,0.0,0.0,9999.0,0,0,1,0.4,1,162.0,61,11036.74,0,1,0
LOC_019,39.0997,-94.5786,2020-01-07 00:00:00,routine_transaction,164.53,0,0,0.0,0.0,9999.0,0,0,0,0.0,1,113.0,22,634.17,0,1,0
LOC_031,39.9526,-75.1652,2020-01-07 00:00:00,routine_transaction,55.68,1,0,0.0,0.0,9999.0,0,0,0,0.3333,1,34.0,23,1131.42,0,1,0
LOC_024,33.4152,-111.8315,2020-01-07 00:00:00,suspicious_cash_withdrawal,666.23,0,0,0.0,0.0,9999.0,0,0,1,1.0,1,128.0,65,11417.91,0,1,0
LOC_030,41.2565,-95.9345,2020-01-07 00:00:00,unusual_online_activity,197.4,1,0,0.0,1755.16,0.0,0,0,1,0.6667,1,255.0,60,2794.66,0,1,0
LOC_003,30.2672,-97.7431,2020-01-07 00:00:00,high_value_transfer,824.76,0,0,0.0,2726.17,0.0,0,0,0,0.5,1,64.0,67,1498.79,0,1,0
LOC_014,32.7555,-97.3308,2020-01-07 00:00:00,suspicious_cash_withdrawal,295.29,1,1,0.0,0.0,9999.0,0,0,1,0.6667,1,161.0,35,13801.15,0,1,0
LOC_023,35.1495,-90.049,2020-01-07 00:00:00,routine_transaction,74.35,2,2,2895.05,2895.05,1440.0,0,1,4,0.8333,1,66.0,18,1690.23,0,1,0
LOC_039,37.3382,-121.8863,2020-01-07 00:00:00,high_value_transfer,481.42,0,0,0.0,0.0,9999.0,0,0,0,0.5,1,296.0,31,8885.0,0,1,0
LOC_013,31.7619,-106.485,2020-01-07 00:00:00,unusual_online_activity,234.13,0,0,0.0,0.0,9999.0,0,0,0,1.0,1,155.0,26,5116.98,0,1,0
LOC_040,47.6062,-122.3321,2020-01-08 00:00:00,unusual_online_activity,62.18,1,0,0.0,0.0,9999.0,0,0,1,0.4,1,159.0,44,9370.9,0,2,0
