location_id,latitude,longitude,prediction_time,crime_category,transaction_amount,recent_txn_count,recent_withdrawal_count,distance_to_recent_withdrawal_km,historical_location_risk,hour,day_of_week,withdrawal_occurred
LOC_015,36.7468,-119.7726,2020-01-02 00:00:00,routine_transaction,137.85,3,1,0.0,0.3333,0,3,0
LOC_008,38.8339,-104.8214,2020-01-02 00:00:00,routine_transaction,103.88,2,0,0.0,0.0,0,3,0
LOC_042,36.8529,-75.978,2020-01-02 00:00:00,high_value_transfer,493.41,1,0,0.0,1.0,0,3,0
LOC_012,42.3314,-83.0458,2020-01-02 00:00:00,routine_transaction,9.17,2,0,0.0,0.5,0,3,0
LOC_011,39.7392,-104.9903,2020-01-02 00:00:00,routine_transaction,221.2,1,0,0.0,0.0,0,3,0
LOC_003,30.2672,-97.7431,2020-01-02 00:00:00,routine_transaction,70.83,1,0,0.0,0.0,0,3,0
LOC_027,36.1627,-86.7816,2020-01-02 00:00:00,suspicious_cash_withdrawal,378.05,2,1,0.0,0.5,0,3,0
LOC_018,30.3322,-81.6557,2020-01-03 00:00:00,routine_transaction,235.83,1,1,0.0,1.0,0,4,1
LOC_009,39.9612,-82.9988,2020-01-03 00:00:00,high_value_transfer,534.25,1,0,0.0,0.5,0,4,1
LOC_020,36.1699,-115.1398,2020-01-03 00:00:00,routine_transaction,49.17,1,1,0.0,0.5,0,4,0
LOC_006,35.2271,-80.8431,2020-01-03 00:00:00,routine_transaction,136.83,2,0,0.0,0.5,0,4,0
LOC_033,45.5152,-122.6784,2020-01-03 00:00:00,routine_transaction,242.92,2,1,0.0,0.5,0,4,0
LOC_007,41.8781,-87.6298,2020-01-03 00:00:00,high_value_transfer,413.86,2,1,0.0,0.6667,0,4,1
LOC_006,35.2271,-80.8431,2020-01-03 00:00:00,unusual_online_activity,347.04,3,0,0.0,0.6667,0,4,0
LOC_005,42.3601,-71.0589,2020-01-03 00:00:00,routine_transaction,56.97,1,0,0.0,0.0,0,4,0
LOC_028,40.7128,-74.006,2020-01-03 00:00:00,unusual_online_activity,81.58,1,0,0.0,1.0,0,4,0
LOC_009,39.9612,-82.9988,2020-01-03 00:00:00,suspicious_cash_withdrawal,540.6,2,1,0.0,0.6667,0,4,0
LOC_015,36.7468,-119.7726,2020-01-03 00:00:00,routine_transaction,48.5,2,0,0.0,0.25,0,4,0
LOC_043,38.9072,-77.0369,2020-01-03 00:00:00,unusual_online_activity,818.8,1,0,0.0,1.0,0,4,0
LOC_022,38.2527,-85.7585,2020-01-03 00:00:00,routine_transaction,20.5,1,0,0.0,0.0,0,4,1
LOC_006,35.2271,-80.8431,2020-01-03 00:00:00,routine_transaction,13.67,4,0,0.0,0.5,0,4,0
LOC_010,32.7767,-96.797,2020-01-03 00:00:00,routine_transaction,278.62,1,0,0.0,0.0,0,4,0
LOC_043,38.9072,-77.0369,2020-01-03 00:00:00,high_value_transfer,662.5,2,0,0.0,1.0,0,4,0
LOC_035,38.5816,-121.4944,2020-01-03 00:00:00,routine_transaction,17.29,2,1,0.0,0.5,0,4,0
LOC_036,29.4241,-98.4936,2020-01-03 00:00:00,routine_transaction,135.34,1,1,0.0,0.5,0,4,1
LOC_022,38.2527,-85.7585,2020-01-03 00:00:00,routine_transaction,24.92,2,1,0.0,0.5,0,4,0
LOC_040,47.6062,-122.3321,2020-01-03 00:00:00,routine_transaction,124.65,1,0,0.0,0.0,0,4,0
LOC_037,32.7157,-117.1611,2020-01-03 00:00:00,routine_transaction,100.35,1,0,0.0,0.0,0,4,0
LOC_007,41.8781,-87.6298,2020-01-03 00:00:00,routine_transaction,18.7,3,2,0.0,0.75,0,4,0
LOC_016,29.7604,-95.3698,2020-01-03 00:00:00,routine_transaction,318.92,2,0,0.0,0.3333,0,4,0
LOC_019,39.0997,-94.5786,2020-01-03 00:00:00,routine_transaction,392.56,1,0,0.0,0.0,0,4,0
LOC_019,39.0997,-94.5786,2020-01-03 00:00:00,routine_transaction,54.61,2,0,0.0,0.0,0,4,0
LOC_018,30.3322,-81.6557,2020-01-03 00:00:00,routine_transaction,83.69,2,2,0.0,1.0,0,4,0
LOC_019,39.0997,-94.5786,2020-01-03 00:00:00,routine_transaction,60.37,3,0,0.0,0.0,0,4,0
LOC_036,29.4241,-98.4936,2020-01-03 00:00:00,routine_transaction,245.5,2,2,0.0,0.6667,0,4,0
LOC_024,33.4152,-111.8315,2020-01-03 00:00:00,routine_transaction,146.71,1,1,0.0,1.0,0,4,0
LOC_010,32.7767,-96.797,2020-01-04 00:00:00,routine_transaction,286.76,2,0,0.0,0.0,0,5,0
LOC_018,30.3322,-81.6557,2020-01-04 00:00:00,routine_transaction,113.65,3,2,0.0,0.75,0,5,0
LOC_006,35.2271,-80.8431,2020-01-04 00:00:00,routine_transaction,33.4,4,0,0.0,0.4,0,5,0
LOC_001,35.0844,-106.6504,2020-01-04 00:00:00,suspicious_cash_withdrawal,273.12,1,1,0.0,1.0,0,5,0
LOC_009,39.9612,-82.9988,2020-01-04 00:00:00,high_value_transfer,610.41,3,1,0.0,0.75,0,5,0
LOC_022,38.2527,-85.7585,2020-01-04 00:00:00,routine_transaction,274.51,3,1,0.0,0.3333,0,5,0
LOC_023,35.1495,-90.049,2020-01-04 00:00:00,routine_transaction,73.02,1,1,0.0,1.0,0,5,0
LOC_018,30.3322,-81.6557,2020-01-04 00:00:00,routine_transaction,266.18,4,2,0.0,0.6,0,5,0
LOC_040,47.6062,-122.3321,2020-01-04 00:00:00,routine_transaction,203.52,2,0,0.0,0.0,0,5,0
LOC_010,32.7767,-96.797,2020-01-04 00:00:00,routine_transaction,83.13,3,0,0.0,0.0,0,5,0
LOC_038,37.7749,-122.4194,2020-01-04 00:00:00,routine_transaction,324.74,1,0,0.0,0.0,0,5,0
LOC_036,29.4241,-98.4936,2020-01-04 00:00:00,suspicious_cash_withdrawal,334.3,3,3,0.0,0.75,0,5,0
LOC_030,41.2565,-95.9345,2020-01-04 00:00:00,routine_transaction,150.38,1,1,0.0,1.0,0,5,0
LOC_041,32.2226,-110.9747,2020-01-04 00:00:00,routine_transaction,230.91,1,0,0.0,0.0,0,5,0
LOC_031,39.9526,-75.1652,2020-01-04 00:00:00,unusual_online_activity,201.91,1,0,0.0,1.0,0,5,0
LOC_012,42.3314,-83.0458,2020-01-04 00:00:00,routine_transaction,72.37,1,0,0.0,0.3333,0,5,0
LOC_003,30.2672,-97.7431,2020-01-05 00:00:00,high_value_transfer,1284.14,1,0,0.0,0.5,0,6,0
LOC_011,39.7392,-104.9903,2020-01-05 00:00:00,routine_transaction,21.24,1,0,0.0,0.0,0,6,1
LOC_002,33.749,-84.388,2020-01-05 00:00:00,suspicious_cash_withdrawal,290.79,1,1,0.0,1.0,0,6,0
LOC_003,30.2672,-97.7431,2020-01-05 00:00:00,routine_transaction,233.73,2,0,0.0,0.3333,0,6,0
LOC_028,40.7128,-74.006,2020-01-05 00:00:00,unusual_online_activity,269.29,1,0,0.0,1.0,0,6,0
LOC_035,38.5816,-121.4944,2020-01-05 00:00:00,suspicious_cash_withdrawal,323.17,1,1,0.0,0.6667,0,6,0
LOC_042,36.8529,-75.978,2020-01-05 00:00:00,routine_transaction,252.09,1,0,0.0,0.5,0,6,0
LOC_024,33.4152,-111.8315,2020-01-05 00:00:00,unusual_online_activity,82.38,1,0,0.0,1.0,0,6,0
LOC_034,35.7796,-78.6382,2020-01-05 00:00:00,routine_transaction,375.87,1,0,0.0,0.0,0,6,0
LOC_026,43.0389,-87.9065,2020-01-05 00:00:00,routine_transaction,33.02,1,0,0.0,0.0,0,6,0
LOC_020,36.1699,-115.1398,2020-01-05 00:00:00,routine_transaction,91.26,1,0,0.0,0.3333,0,6,0
LOC_013,31.7619,-106.485,2020-01-05 00:00:00,unusual_online_activity,49.16,1,0,0.0,1.0,0,6,0
LOC_028,40.7128,-74.006,2020-01-05 00:00:00,routine_transaction,86.86,2,0,2545.02,0.75,0,6,0
LOC_015,36.7468,-119.7726,2020-01-05 00:00:00,suspicious_cash_withdrawal,463.11,1,1,0.0,0.4,0,6,0
LOC_038,37.7749,-122.4194,2020-01-05 00:00:00,routine_transaction,369.53,2,0,0.0,0.0,0,6,0
LOC_011,39.7392,-104.9903,2020-01-05 00:00:00,routine_transaction,21.48,2,1,0.0,0.3333,0,6,0
LOC_007,41.8781,-87.6298,2020-01-05 00:00:00,unusual_online_activity,321.92,1,0,0.0,0.8,0,6,0
LOC_023,35.1495,-90.049,2020-01-06 00:00:00,suspicious_cash_withdrawal,314.84,1,1,0.0,1.0,0,0,0
LOC_038,37.7749,-122.4194,2020-01-06 00:00:00,high_value_transfer,479.06,2,0,0.0,0.3333,0,0,1
LOC_029,35.4676,-97.5164,2020-01-06 00:00:00,routine_transaction,176.41,1,0,0.0,0.0,0,0,0
LOC_025,25.7617,-80.1918,2020-01-06 00:00:00,high_value_transfer,721.26,1,0,0.0,0.6667,0,0,0
LOC_009,39.9612,-82.9988,2020-01-06 00:00:00,routine_transaction,51.95,1,0,0.0,0.6,0,0,0
LOC_011,39.7392,-104.9903,2020-01-06 00:00:00,high_value_transfer,494.95,3,1,0.0,0.5,0,0,0
LOC_001,35.0844,-106.6504,2020-01-06 00:00:00,suspicious_cash_withdrawal,277.63,1,1,0.0,1.0,0,0,0
LOC_028,40.7128,-74.006,2020-01-06 00:00:00,routine_transaction,344.46,3,0,0.0,0.6,0,0,0
LOC_030,41.2565,-95.9345,2020-01-06 00:00:00,routine_transaction,91.42,1,0,0.0,0.5,0,0,0
LOC_012,42.3314,-83.0458,2020-01-06 00:00:00,high_value_transfer,508.23,1,0,0.0,0.5,0,0,0
LOC_007,41.8781,-87.6298,2020-01-06 00:00:00,routine_transaction,268.65,2,0,0.0,0.6667,0,0,0
LOC_007,41.8781,-87.6298,2020-01-06 00:00:00,unusual_online_activity,213.79,3,0,0.0,0.7143,0,0,0
LOC_040,47.6062,-122.3321,2020-01-06 00:00:00,suspicious_cash_withdrawal,266.32,1,1,0.0,0.3333,0,0,0
LOC_018,30.3322,-81.6557,2020-01-06 00:00:00,high_value_transfer,600.2,1,0,3945.36,0.6667,0,0,0
LOC_041,32.2226,-110.9747,2020-01-06 00:00:00,routine_transaction,128.9,1,1,0.0,0.5,0,0,0
LOC_021,34.0522,-118.2437,2020-01-06 00:00:00,high_value_transfer,519.08,1,0,0.0,1.0,0,0,0
LOC_043,38.9072,-77.0369,2020-01-06 00:00:00,suspicious_cash_withdrawal,706.05,1,1,0.0,1.0,0,0,0
LOC_004,39.2904,-76.6122,2020-01-06 00:00:00,routine_transaction,28.75,1,0,0.0,0.0,0,0,1
LOC_004,39.2904,-76.6122,2020-01-06 00:00:00,routine_transaction,199.87,2,1,0.0,0.3333,0,0,0
LOC_038,37.7749,-122.4194,2020-01-06 00:00:00,routine_transaction,35.31,3,1,0.0,0.5,0,0,0
LOC_009,39.9612,-82.9988,2020-01-06 00:00:00,unusual_online_activity,70.16,2,0,0.0,0.6667,0,0,0
LOC_031,39.9526,-75.1652,2020-01-07 00:00:00,routine_transaction,20.31,1,0,0.0,0.5,0,1,0
LOC_034,35.7796,-78.6382,2020-01-07 00:00:00,routine_transaction,121.54,1,0,0.0,0.0,0,1,0
LOC_008,38.8339,-104.8214,2020-01-07 00:00:00,routine_transaction,293.93,1,0,0.0,0.0,0,1,0
LOC_002,33.749,-84.388,2020-01-07 00:00:00,routine_transaction,1.18,1,0,0.0,0.5,0,1,1
LOC_015,36.7468,-119.7726,2020-01-07 00:00:00,routine_transaction,285.47,1,0,3203.69,0.3333,0,1,0
LOC_043,38.9072,-77.0369,2020-01-07 00:00:00,suspicious_cash_withdrawal,574.33,2,2,0.0,1.0,0,1,0
LOC_002,33.749,-84.388,2020-01-07 00:00:00,routine_transaction,15.76,2,1,0.0,0.6667,0,1,0
LOC_005,42.3601,-71.0589,2020-01-07 00:00:00,routine_transaction,226.77,1,0,0.0,0.0,0,1,0
LOC_014,32.7555,-97.3308,2020-01-07 00:00:00,suspicious_cash_withdrawal,165.13,1,1,0.0,0.5,0,1,1
LOC_015,36.7468,-119.7726,2020-01-07 00:00:00,routine_transaction,12.97,2,0,0.0,0.2857,0,1,0
LOC_040,47.6062,-122.3321,2020-01-07 00:00:00,routine_transaction,187.81,2,1,0.0,0.25,0,1,0
LOC_041,32.2226,-110.9747,2020-01-07 00:00:00,routine_transaction,248.79,2,2,0.0,0.6667,0,1,0
LOC_042,36.8529,-75.978,2020-01-07 00:00:00,suspicious_cash_withdrawal,19.18,1,1,0.0,0.6667,0,1,0
LOC_021,34.0522,-118.2437,2020-01-07 00:00:00,suspicious_cash_withdrawal,281.09,2,1,0.0,1.0,0,1,0
LOC_016,29.7604,-95.3698,2020-01-07 00:00:00,routine_transaction,172.06,1,1,0.0,0.5,0,1,0
LOC_025,25.7617,-80.1918,2020-01-07 00:00:00,high_value_transfer,1322.26,2,0,0.0,0.75,0,1,0
LOC_023,35.1495,-90.049,2020-01-07 00:00:00,suspicious_cash_withdrawal,1633.44,2,2,0.0,1.0,0,1,0
LOC_010,32.7767,-96.797,2020-01-07 00:00:00,routine_transaction,92.85,1,1,1786.64,0.25,0,1,1
LOC_041,32.2226,-110.9747,2020-01-07 00:00:00,routine_transaction,27.64,3,2,0.0,0.5,0,1,0
LOC_010,32.7767,-96.797,2020-01-07 00:00:00,routine_transaction,165.16,2,2,0.0,0.4,0,1,0
LOC_019,39.0997,-94.5786,2020-01-07 00:00:00,routine_transaction,164.53,1,0,0.0,0.0,0,1,0
LOC_031,39.9526,-75.1652,2020-01-07 00:00:00,routine_transaction,55.68,2,0,0.0,0.3333,0,1,0
LOC_024,33.4152,-111.8315,2020-01-07 00:00:00,suspicious_cash_withdrawal,666.23,1,1,0.0,1.0,0,1,0
LOC_030,41.2565,-95.9345,2020-01-07 00:00:00,unusual_online_activity,197.4,2,0,0.0,0.6667,0,1,0
LOC_003,30.2672,-97.7431,2020-01-07 00:00:00,high_value_transfer,824.76,1,0,0.0,0.5,0,1,0
LOC_014,32.7555,-97.3308,2020-01-07 00:00:00,suspicious_cash_withdrawal,295.29,2,2,0.0,0.6667,0,1,0
LOC_023,35.1495,-90.049,2020-01-07 00:00:00,routine_transaction,74.35,3,2,2895.05,0.8333,0,1,0
LOC_039,37.3382,-121.8863,2020-01-07 00:00:00,high_value_transfer,481.42,1,0,0.0,0.5,0,1,0
LOC_013,31.7619,-106.485,2020-01-07 00:00:00,unusual_online_activity,234.13,1,0,0.0,1.0,0,1,0
LOC_040,47.6062,-122.3321,2020-01-08 00:00:00,unusual_online_activity,62.18,2,0,0.0,0.4,0,2,0
LOC_018,30.3322,-81.6557,2020-01-08 00:00:00,routine_transaction,73.82,1,0,0.0,0.5714,0,2,0
LOC_016,29.7604,-95.3698,2020-01-08 00:00:00,high_value_transfer,893.41,2,1,0.0,0.6,0,2,0
LOC_027,36.1627,-86.7816,2020-01-08 00:00:00,routine_transaction,371.83,1,0,0.0,0.3333,0,2,0
LOC_014,32.7555,-97.3308,2020-01-08 00:00:00,routine_transaction,157.45,3,2,0.0,0.5,0,2,0
LOC_008,38.8339,-104.8214,2020-01-08 00:00:00,routine_transaction,30.82,2,0,0.0,0.0,0,2,0
LOC_042,36.8529,-75.978,2020-01-08 00:00:00,routine_transaction,71.44,2,1,0.0,0.5,0,2,0
LOC_019,39.0997,-94.5786,2020-01-08 00:00:00,routine_transaction,146.32,2,0,0.0,0.0,0,2,0
LOC_002,33.749,-84.388,2020-01-08 00:00:00,routine_transaction,119.17,3,2,0.0,0.75,0,2,0
LOC_012,42.3314,-83.0458,2020-01-08 00:00:00,routine_transaction,160.63,1,1,0.0,0.6,0,2,0
LOC_006,35.2271,-80.8431,2020-01-08 00:00:00,routine_transaction,173.5,1,1,3604.32,0.5,0,2,0
LOC_018,30.3322,-81.6557,2020-01-08 00:00:00,unusual_online_activity,186.75,2,0,0.0,0.625,0,2,0
LOC_011,39.7392,-104.9903,2020-01-08 00:00:00,unusual_online_activity,86.79,1,0,0.0,0.6,0,2,0
LOC_021,34.0522,-118.2437,2020-01-08 00:00:00,routine_transaction,114.56,2,1,0.0,0.75,0,2,0
LOC_038,37.7749,-122.4194,2020-01-08 00:00:00,routine_transaction,359.41,1,0,0.0,0.4,0,2,0
LOC_039,37.3382,-121.8863,2020-01-08 00:00:00,unusual_online_activity,601.46,2,0,0.0,0.6667,0,2,0
LOC_036,29.4241,-98.4936,2020-01-08 00:00:00,routine_transaction,324.73,1,0,0.0,0.6,0,2,0
LOC_029,35.4676,-97.5164,2020-01-08 00:00:00,routine_transaction,201.64,1,0,0.0,0.0,0,2,0
LOC_034,35.7796,-78.6382,2020-01-09 00:00:00,routine_transaction,86.26,1,0,0.0,0.0,0,3,0
LOC_015,36.7468,-119.7726,2020-01-09 00:00:00,routine_transaction,91.52,1,1,0.0,0.375,0,3,0
LOC_016,29.7604,-95.3698,2020-01-09 00:00:00,suspicious_cash_withdrawal,562.63,2,1,0.0,0.6667,0,3,1
LOC_043,38.9072,-77.0369,2020-01-09 00:00:00,suspicious_cash_withdrawal,333.65,1,1,3918.55,1.0,0,3,0
LOC_017,39.7684,-86.1581,2020-01-09 00:00:00,high_value_transfer,457.76,1,0,0.0,0.5,0,3,0
LOC_013,31.7619,-106.485,2020-01-09 00:00:00,routine_transaction,66.39,1,0,0.0,0.6667,0,3,1
LOC_025,25.7617,-80.1918,2020-01-09 00:00:00,suspicious_cash_withdrawal,374.39,1,1,0.0,0.8,0,3,0
LOC_002,33.749,-84.388,2020-01-09 00:00:00,routine_transaction,16.87,2,1,0.0,0.6,0,3,0
LOC_033,45.5152,-122.6784,2020-01-09 00:00:00,routine_transaction,116.67,1,1,0.0,0.6667,0,3,0
LOC_030,41.2565,-95.9345,2020-01-09 00:00:00,routine_transaction,223.32,1,0,0.0,0.5,0,3,0
LOC_021,34.0522,-118.2437,2020-01-09 00:00:00,routine_transaction,82.98,2,0,0.0,0.6,0,3,0
LOC_031,39.9526,-75.1652,2020-01-09 00:00:00,high_value_transfer,703.06,1,0,0.0,0.5,0,3,0
LOC_025,25.7617,-80.1918,2020-01-09 00:00:00,high_value_transfer,403.15,2,1,0.0,0.8333,0,3,0
LOC_013,31.7619,-106.485,2020-01-09 00:00:00,suspicious_cash_withdrawal,446.0,2,1,0.0,0.75,0,3,0
LOC_032,33.4484,-112.074,2020-01-09 00:00:00,high_value_transfer,895.24,1,0,0.0,0.6667,0,3,0
LOC_014,32.7555,-97.3308,2020-01-09 00:00:00,unusual_online_activity,404.84,2,0,0.0,0.6,0,3,0
LOC_005,42.3601,-71.0589,2020-01-09 00:00:00,routine_transaction,25.34,1,1,0.0,0.3333,0,3,0
LOC_016,29.7604,-95.3698,2020-01-09 00:00:00,routine_transaction,167.88,3,2,0.0,0.7143,0,3,0
LOC_026,43.0389,-87.9065,2020-01-09 00:00:00,unusual_online_activity,63.78,1,0,0.0,0.5,0,3,0
LOC_010,32.7767,-96.797,2020-01-09 00:00:00,routine_transaction,287.43,1,0,0.0,0.3333,0,3,0
LOC_007,41.8781,-87.6298,2020-01-09 00:00:00,routine_transaction,121.58,1,0,0.0,0.625,0,3,0
LOC_019,39.0997,-94.5786,2020-01-09 00:00:00,routine_transaction,298.0,2,0,0.0,0.0,0,3,0
LOC_029,35.4676,-97.5164,2020-01-09 00:00:00,routine_transaction,122.1,2,1,0.0,0.2,0,3,0
LOC_009,39.9612,-82.9988,2020-01-09 00:00:00,suspicious_cash_withdrawal,431.34,1,1,1077.6,0.7143,0,3,0
LOC_033,45.5152,-122.6784,2020-01-09 00:00:00,routine_transaction,258.98,2,1,3677.29,0.5,0,3,0
LOC_042,36.8529,-75.978,2020-01-09 00:00:00,routine_transaction,24.15,2,1,0.0,0.6,0,3,0
LOC_043,38.9072,-77.0369,2020-01-09 00:00:00,high_value_transfer,505.67,2,1,0.0,1.0,0,3,0
LOC_020,36.1699,-115.1398,2020-01-09 00:00:00,unusual_online_activity,127.65,1,0,1724.01,0.5,0,3,0
LOC_025,25.7617,-80.1918,2020-01-09 00:00:00,unusual_online_activity,162.93,3,1,0.0,0.8571,0,3,0
LOC_038,37.7749,-122.4194,2020-01-10 00:00:00,high_value_transfer,665.11,1,0,0.0,0.5,0,4,0
LOC_010,32.7767,-96.797,2020-01-10 00:00:00,suspicious_cash_withdrawal,394.65,2,1,0.0,0.4286,0,4,0
LOC_002,33.749,-84.388,2020-01-10 00:00:00,high_value_transfer,649.53,2,0,0.0,0.6667,0,4,0
LOC_020,36.1699,-115.1398,2020-01-10 00:00:00,high_value_transfer,409.46,2,0,0.0,0.6,0,4,0
LOC_012,42.3314,-83.0458,2020-01-10 00:00:00,routine_transaction,58.74,1,0,0.0,0.5,0,4,0
LOC_018,30.3322,-81.6557,2020-01-10 00:00:00,high_value_transfer,1143.07,1,0,0.0,0.6667,0,4,0
LOC_036,29.4241,-98.4936,2020-01-10 00:00:00,high_value_transfer,1810.95,1,0,0.0,0.6667,0,4,0
LOC_016,29.7604,-95.3698,2020-01-10 00:00:00,routine_transaction,16.04,3,3,0.0,0.75,0,4,0
LOC_033,45.5152,-122.6784,2020-01-10 00:00:00,routine_transaction,134.64,3,2,0.0,0.6,0,4,0
LOC_012,42.3314,-83.0458,2020-01-10 00:00:00,routine_transaction,16.17,2,0,1992.95,0.4286,0,4,0
LOC_042,36.8529,-75.978,2020-01-10 00:00:00,routine_transaction,334.88,2,1,0.0,0.5,0,4,1
LOC_011,39.7392,-104.9903,2020-01-10 00:00:00,routine_transaction,20.51,1,0,0.0,0.5,0,4,0
LOC_025,25.7617,-80.1918,2020-01-10 00:00:00,routine_transaction,193.52,4,1,0.0,0.75,0,4,0
LOC_020,36.1699,-115.1398,2020-01-10 00:00:00,unusual_online_activity,160.32,3,0,0.0,0.6667,0,4,0
LOC_007,41.8781,-87.6298,2020-01-10 00:00:00,routine_transaction,2.02,2,0,0.0,0.5556,0,4,0
LOC_039,37.3382,-121.8863,2020-01-10 00:00:00,high_value_transfer,579.42,1,0,0.0,0.75,0,4,0
LOC_042,36.8529,-75.978,2020-01-10 00:00:00,routine_transaction,203.36,3,2,837.19,0.5714,0,4,0
LOC_004,39.2904,-76.6122,2020-01-10 00:00:00,routine_transaction,29.15,1,0,0.0,0.25,0,4,0
LOC_004,39.2904,-76.6122,2020-01-10 00:00:00,routine_transaction,131.57,2,0,0.0,0.2,0,4,0
LOC_003,30.2672,-97.7431,2020-01-10 00:00:00,high_value_transfer,554.09,1,0,0.0,0.6,0,4,0
LOC_027,36.1627,-86.7816,2020-01-10 00:00:00,routine_transaction,25.38,1,0,0.0,0.25,0,4,0
LOC_023,35.1495,-90.049,2020-01-10 00:00:00,unusual_online_activity,181.14,1,0,0.0,0.8571,0,4,0
LOC_008,38.8339,-104.8214,2020-01-10 00:00:00,routine_transaction,321.68,1,0,0.0,0.0,0,4,1
LOC_034,35.7796,-78.6382,2020-01-10 00:00:00,high_value_transfer,581.46,2,0,0.0,0.2,0,4,0
LOC_014,32.7555,-97.3308,2020-01-10 00:00:00,high_value_transfer,1385.06,2,0,2269.29,0.6667,0,4,0
LOC_029,35.4676,-97.5164,2020-01-10 00:00:00,routine_transaction,219.79,2,1,0.0,0.1667,0,4,0
LOC_007,41.8781,-87.6298,2020-01-10 00:00:00,routine_transaction,175.32,3,0,0.0,0.5,0,4,0
LOC_017,39.7684,-86.1581,2020-01-10 00:00:00,unusual_online_activity,445.11,2,0,0.0,0.6667,0,4,0
